state,billID,link,year,title,status,lastAction,author,topics,summary
CT,CT H    5586,http://custom.statenet.com/public/resources.cgi?id=ID:bill:CT2021000H5586&ciq=ncsl&client_md=852b05af24dc5dba46bd4ad370ce5999&mode=current_text,2021,Expansion of the Crisis Initiative Pilot Program,Pending - Joint Committee on Appropriations,4/12/2021,['Candelora (R)'],['Policing Alternatives and Collaboration'],Concerns the expansion of the crisis initiative pilot program throughout the state and the emergency intervention by a police officer when a person suffers an opioid overdose.
CT,CT H    5587,http://custom.statenet.com/public/resources.cgi?id=ID:bill:CT2021000H5587&ciq=ncsl&client_md=4d93ca27a920914930b2ed3a487caeb0&mode=current_text,2021,Reimbursement for Required Body and Dashboard Cameras,Failed - Died,1/25/2021,['Mushinsky (D)'],['Technology'],"Concerns reimbursement for required body and dashboard cameras, assists the municipalities in meeting expenses of public act 20-1 of the July special session, also known as the Police Accountability Act."
CT,CT H    5692,http://custom.statenet.com/public/resources.cgi?id=ID:bill:CT2021000H5692&ciq=ncsl&client_md=bdca1fbe3a54db148ab5f777209e4cda&mode=current_text,2021,Police Accountability Legislation,Failed - Died,1/26/2021,['Candelora (R)'],"['Officer Safety and Wellbeing', ' Use of Force', ' Decertification', ' Standards']",Revises the police accountability legislation in order to restore the due process rights of peace officers entrusted to enforce our laws and protect public safety.
CT,CT H    5720,http://custom.statenet.com/public/resources.cgi?id=ID:bill:CT2021000H5720&ciq=ncsl&client_md=ad96dddadf5122ddb808f2312fcae029&mode=current_text,2021,Police Officer Harassment,Failed - Died,1/26/2021,['Pavalock (R)'],['Officer Safety and Wellbeing'],Increases the penalty for intimidating or harassing a police officer.
CT,CT H    5723,http://custom.statenet.com/public/resources.cgi?id=ID:bill:CT2021000H5723&ciq=ncsl&client_md=0684a6b377ccb8daf0ef6f85f93f74f8&mode=current_text,2021,Police Department Access To Opioid Antagonists,Failed - Died,1/26/2021,['Paolillo (D)'],['Policing Alternatives and Collaboration'],"Concerns Police Department access to opioid antagonists such as narcan, helps increase the availability of opioid antagonists, such as Narcan, to Police Departments to help save lives."
CT,CT H    6040,http://custom.statenet.com/public/resources.cgi?id=ID:bill:CT2021000H6040&ciq=ncsl&client_md=e2d5360f15c10e96f8c5e5bdc9aea15a&mode=current_text,2021,Racial Profiling Prohibition,Failed - Died,1/28/2021,['Walker (D)'],['Standards'],"Extends the provisions of the Alvin W. Penn Racial Profiling Prohibition Act to cover all police stops, including pedestrian stops, in order to give a full and complete picture of any and all racial profiling taking place in the state."
CT,CT H    6041,http://custom.statenet.com/public/resources.cgi?id=ID:bill:CT2021000H6041&ciq=ncsl&client_md=c3ff92e8440e4ad819742895a50fa119&mode=current_text,2021,Motor Vehicle Searches and Use of Force,Failed - Died,1/28/2021,['Barry (D)'],"['Training', ' Use of Force', ' Standards']","Repeals provisions governing search of a motor vehicle by law enforcement officers, delays the effective date of changes to provisions governing use of force by police officers in order to provide sufficient time for police officers to be trained and delay the effective date of provisions regarding civil suits for deprivation of equal protection of the laws of the state committed by police officers in order to fully analyze the effects of the provisions on municipalities."
CT,CT H    6042,http://custom.statenet.com/public/resources.cgi?id=ID:bill:CT2021000H6042&ciq=ncsl&client_md=57f4af69e55d7b8af3c49480f02b1d0e&mode=current_text,2021,Police Body and Dashboard Camera Data Storage,Failed - Died,1/28/2021,['Rojas (D)'],['Technology'],Reduces the cost to municipalities of storing data from police body and dashboard cameras.
CT,CT H    6045,http://custom.statenet.com/public/resources.cgi?id=ID:bill:CT2021000H6045&ciq=ncsl&client_md=d6c0ff5c2eeae17dc855fc04576ce70b&mode=current_text,2021,Notations in Law Enforcement Databases,Failed - Died,1/28/2021,['Winkler (D)'],['Policing Alternatives and Collaboration'],"Concerns notations in law enforcement databases regarding people who may inadvertently respond inappropriately to commands from law enforcement officers, helps prevent misunderstandings in interactions with law enforcement officers that may result in the use of force."
CT,CT H    6094,http://custom.statenet.com/public/resources.cgi?id=ID:bill:CT2021000H6094&ciq=ncsl&client_md=c5738db28a0dfdb83fe627603ecb2b00&mode=current_text,2021,Reimbursement to Municipalities,Failed - Died,1/28/2021,['DiGiovancarlo (D)'],"['Other Issues', ' Technology']","Concerns reimbursement to municipalities when motor vehicle infractions, provides municipalities with a portion of the fine associated with a nolled motor vehicle infraction and to assist municipal police departments with funding and the costs associated with implementing the provisions of public act 20-1 of the July special session."
CT,CT H    6263,http://custom.statenet.com/public/resources.cgi?id=ID:bill:CT2021000H6263&ciq=ncsl&client_md=eac8590d61589b289ddbd4f090da3de9&mode=current_text,2021,Use of No Knock Warrants,Failed - Died,3/17/2021,['Hall J (D)'],['Other Issues'],Prohibits the use of no knock warrants.
CT,CT H    6274,http://custom.statenet.com/public/resources.cgi?id=ID:bill:CT2021000H6274&ciq=ncsl&client_md=974f4ae8025cbcec7114f7ff97363866&mode=current_text,2021,Public Safety Telecommunicators,Failed - Died,1/28/2021,['Riley (D)'],['Employment and Labor'],Classifies public safety telecommunicators and dispatchers as first responders.
CT,CT H    6278,http://custom.statenet.com/public/resources.cgi?id=ID:bill:CT2021000H6278&ciq=ncsl&client_md=1187329f12ca01edb6e6711eccd83e1c&mode=current_text,2021,Workers Compensation Coverage for First Responders,Failed - Died,1/28/2021,['Bolinsky (R)'],"['Employment and Labor', ' Officer Safety and Wellbeing']",Expands workers' compensation coverage for additional first responders and other personnel suffering from post-traumatic stress disorder.
CT,CT H    6300,http://custom.statenet.com/public/resources.cgi?id=ID:bill:CT2021000H6300&ciq=ncsl&client_md=59400f0e53ac9c790095c6bb665d73fc&mode=current_text,2021,Police Officer Conduct,Failed - Died,1/28/2021,['McGorty (R)'],['Employment and Labor'],"Concerns the prohibition on employment of police officers who were terminated for or resigned or retired while under investigation for certain conduct, grants due process protections and the opportunity for relief from the prohibition on future employment as a police officer to officers who were previously terminated, or who resigned or retired while under investigation, for malfeasance or other serious misconduct calling into question such person's fitness to serve as a police officer."
CT,CT H    6309,http://custom.statenet.com/public/resources.cgi?id=ID:bill:CT2021000H6309&ciq=ncsl&client_md=a25b44bbf3b8dfd6e9f5de057a4601cd&mode=current_text,2021,Law Enforcement Unit Accreditation and Standards,Failed - Died,1/28/2021,['Kavros DeGraw (D)'],['Standards'],Allows law enforcement units to comply with accreditation standards in a manner that is cost efficient to municipalities.
CT,CT H    6368,http://custom.statenet.com/public/resources.cgi?id=ID:bill:CT2021000H6368&ciq=ncsl&client_md=4d580963422f3156df66a8c4aec47f1c&mode=current_text,2021,Civilian Police Review Boards,Failed - Died,2/3/2021,['McGee (D)'],['Oversight'],Grants policy implementation authority to municipal civilian police review boards.
CT,CT H    6428,http://custom.statenet.com/public/resources.cgi?id=ID:bill:CT2021000H6428&ciq=ncsl&client_md=70f9691e3c7f52827a414c1e51818b0f&mode=current_text,2021,Law Enforcement Support Office Program Account,Pending - Joint Committee on Appropriations,3/30/2021,"[""Joint Cmt on Veterans' Affairs""]",['Other Issues'],Establishes a law enforcement support office program account.
CT,CT H    6462,http://custom.statenet.com/public/resources.cgi?id=ID:bill:CT2021000H6462&ciq=ncsl&client_md=55f6dff0c238a8d6f89004b644e88aba&mode=current_text,2021,Use of Force By a Peace Officer,Enacted - Act No.  21-4,03/31/2021 - Enacted,['Joint Judiciary'],"['Use of Force', ' Standards']","Concerns use of force by a peace officer, provides that the peace officer reasonably determined that there are no available reasonable alternatives to the use of deadly physical force."
CT,CT H    6597,http://custom.statenet.com/public/resources.cgi?id=ID:bill:CT2021000H6597&ciq=ncsl&client_md=27fccbe2b4739e90a8132a1e079f1a3f&mode=current_text,2021,Mental Health Data,Pending - HOUSE,4/7/2021,['Joint Public Safety and Security'],"['Training', ' Officer Safety and Wellbeing', ' Other Issues', ' Technology', ' Standards']","Concerns accreditation, reporting requirements, mental health, data storage services and training of law enforcement officers, revises the requirements regarding the accreditation of law enforcement units, study ways to lower the costs associated with data storage or services related to body-worn recording equipment, require police officers receive training regarding interactions with persons with mental or physical disabilities."
CT,CT H    6598,http://custom.statenet.com/public/resources.cgi?id=ID:bill:CT2021000H6598&ciq=ncsl&client_md=adb7afd8f2e9ac8a8e2c2954a95201df&mode=current_text,2021,Police Officers,Pending - HOUSE,4/6/2021,['Joint Public Safety and Security'],"['Certification', ' Employment and Labor']",Concerns the prohibition against hiring police officers dismissed for malfeasance or who resigned or retired while under investigation.
CT,CT  55,http://custom.statenet.com/public/resources.cgi?id=ID:exec_order:CT202055&ciq=ncsl&client_md=2a3b8783cb2425affb1668b51ae0d6ce&mode=current_text,2020,Police Strategies and Programs.,-,1/1/1900,,['Executive Orders'],Modernizes police strategies and programs.
CT,CT H    6004,http://custom.statenet.com/public/resources.cgi?id=ID:bill:CT2020010H6004&ciq=ncsl&client_md=6179605c5197e7aac9b0f01d223cbf4c&mode=current_text,2020,Police Accountability,Enacted - Act No. 20-1,07/31/2020 - Enacted,"['Aresimowicz (D)', 'Stafstrom (D)', 'Felipe (D)', 'Exum (D)', 'Nolan (D)', 'Kushner (D)', 'Haskell (D)', 'Abrams (D)', 'Simms (D)', 'Michel (D)', 'Allie-Brennan (D)', 'Gibson (D)', 'Slap (D)', 'Hall (R)', 'Reyes (D)', 'Looney (D)', 'Rosario (D)', 'Porter (D)', 'Santiago H (D)', 'Riley (D)', 'McGee (D)', 'Sanchez (D)', 'Ritter M (D)', 'Winf']","['Training', ' Other Issues', ' Oversight', ' Technology', ' Use of Force']",Concerns police accountability.
DE,DE SCR  6,http://custom.statenet.com/public/resources.cgi?id=ID:bill:DE2021000SCR6&ciq=ncsl&client_md=ebfcbafb4b0f500b30af50f8bb64e6c7&mode=current_text,2021,Law Enforcement Appreciation Day Resolution,Adopted - Adopted,01/28/2021 - Enacted,"['Pettyjohn (R)', 'Lopez (R)', 'Vanderwende (R)', 'Smith M (R)', 'Morris (R)', 'Postles (R)', 'Collins (R)', 'Richardson (R)', 'Yearick (R)', 'Townsend (D)', 'Bonini (R)', 'Spiegelman (R)', 'Smyk (R)', 'Gray (R)', 'Osienski (D)', 'Wilson (R)', 'Short D (R)', 'Mitchell (D)', 'Hocker (R)']",['Other Issues'],"Recognizes January 9, 2021, as Law Enforcement Appreciation Day in Delaware."
DE,DE H    148,http://custom.statenet.com/public/resources.cgi?id=ID:bill:DE2021000H148&ciq=ncsl&client_md=7182b6eaa88da35d16e4a23ba95c444b&mode=current_text,2021,Police Training Program,Pending - House Public Safety and Homeland Security Committee,4/15/2021,['Yearick (R)'],['Training'],"Employs a police officer who has within 2 years completed mandatory training while in the employ of another municipality or governmental unit, the new employer reimburses the prior employer, changes the reimbursement if the change of employment occurs within 4 years, and changes the yearly rate of reimbursement to reflect the new time period to for one year, for two years, for three, and for four years."
DE,DE S    260,http://custom.statenet.com/public/resources.cgi?id=ID:bill:DE2019000S260&ciq=ncsl&client_md=442799e6efa495c782929f76ae4d1ddf&mode=current_text,2020,Supplemental Appropriation Grant,Enacted - Act No. 243,06/30/2020 - Enacted,"['McDowell (D)', 'Ennis (D)', 'Carson (D)', 'Jaques (D)', 'Johnson S (D)', 'Bolden (D)', 'Lawson (R)', 'Paradee (D)', 'Hensley (R)', 'Richardson (R)', 'Sturgeon (D)']","['Training', ' Policing Alternatives and Collaboration', ' Other Issues', ' Oversight', ' Use of Force']",Provides supplementary appropriations to certain grants-in-aid for Fiscal Year 2021.
